Destination Type,Trip Purpose,Budget Range,Travel Season,Travel Duration,Accommodation Preference,Interest,Food Interests,Travel Type / Group,Country_Info
City,Spiritual Retreat,Mid-Range,Spring,A Month,Resort,Adventure,Non-Vegetarian,Solo Traveler,New Zealand - Milford Sound
City,Family Vacation,Mid-Range,Autumn,A Month,Camping,Nature,Vegan,Friends Group,Germany - Neuschwanstein Castle
Historical Sites,Family Vacation,Budget-Friendly,Spring,Long(+month),Camping,Adventure,Vegan,Couples,Canada - Niagara Falls
Island,Spiritual Retreat,Luxury,Summer,3-days,Apartment,Adventure,Non-Vegetarian,Couples,Australia - Great Barrier Reef
Island,Honeymoon,Luxury,Summer,Weekend,Apartment,Relaxation,Non-Vegetarian,Couples,Canada - Niagara Falls
Countryside,Family Vacation,Budget-Friendly,Winter,Weekend,Hotel,Culture,Non-Vegetarian,Business Group,Germany - Neuschwanstein Castle
Mountains,Spiritual Retreat,Budget-Friendly,Autumn,Long(+month),Apartment,Relaxation,Non-Vegetarian,Business Group,Mexico - Chichen Itza
City,Family Vacation,Luxury,Winter,Long(+month),Camping,Adventure,Vegetarian,Business Group,Canada - Niagara Falls
Countryside,Honeymoon,Budget-Friendly,Autumn,3-days,Hostel,Relaxation,Vegetarian,Couples,Greece - Santorini Sunset
Historical Sites,Other,Budget-Friendly,Spring,Long(+month),Resort,Adventure,Vegetarian,Couples,Mexico - Chichen Itza
Countryside,Honeymoon,Mid-Range,Spring,A Month,Apartment,Nature,Vegetarian,Solo Traveler,South Africa - Safari in Kruger National Park
Historical Sites,Other,Luxury,Summer,Long(+month),Resort,Relaxation,Non-Vegetarian,Couples,France - Eiffel Tower in Paris
Countryside,Adventure,Luxury,Winter,A Month,Hostel,Relaxation,Non-Vegetarian,Business Group,Turkey - Cappadocia Hot Air Balloons
Historical Sites,Spiritual Retreat,Budget-Friendly,Spring,3-days,Hostel,Adventure,Non-Vegetarian,Couples,South Africa - Safari in Kruger National Park
Countryside,Adventure,Luxury,Summer,3-days,Hotel,Adventure,Vegan,Friends Group,Australia - Great Barrier Reef
Other,Other,Mid-Range,Spring,A Month,Hostel,Relaxation,Vegetarian,Friends Group,Brazil - Carnival in Rio de Janeiro
Countryside,Adventure,Budget-Friendly,Summer,Weekend,Hostel,Nature,Vegan,Family with Kids,South Africa - Safari in Kruger National Park
Countryside,Adventure,Mid-Range,Winter,Weekend,Hostel,Nature,Vegetarian,Solo Traveler,Germany - Neuschwanstein Castle
Countryside,Other,Mid-Range,Autumn,3-days,Hostel,Relaxation,Non-Vegetarian,Couples,Spain - La Sagrada Familia in Barcelona
Countryside,Other,Mid-Range,Spring,Weekend,Apartment,Culture,Vegan,Family with Kids,Egypt - Pyramids of Giza
Mountains,Adventure,Budget-Friendly,Spring,Weekend,Hotel,Relaxation,Vegetarian,Family with Kids,Turkey - Cappadocia Hot Air Balloons
Countryside,Family Vacation,Budget-Friendly,Autumn,A Month,Camping,Nature,Vegetarian,Friends Group,India - Taj Mahal
Other,Other,Budget-Friendly,Autumn,Long(+month),Apartment,Relaxation,Vegetarian,Family with Kids,Greece - Santorini Sunset
Countryside,Honeymoon,Mid-Range,Spring,A Month,Hostel,Adventure,Vegetarian,Couples,USA - Grand Canyon
Other,Spiritual Retreat,Mid-Range,Autumn,Long(+month),Resort,Culture,Vegan,Couples,Canada - Niagara Falls
Island,Family Vacation,Budget-Friendly,Winter,3-days,Resort,Nature,Vegan,Business Group,Thailand - Beaches in Phuket
Beach,Spiritual Retreat,Luxury,Autumn,A Month,Apartment,Nature,Vegan,Couples,France - Eiffel Tower in Paris
Mountains,Adventure,Budget-Friendly,Winter,Weekend,Apartment,Adventure,Vegan,Family with Kids,Switzerland - Swiss Alps
Countryside,Other,Mid-Range,Autumn,3-days,Resort,Adventure,Non-Vegetarian,Family with Kids,Indonesia - Bali Temples
Island,Family Vacation,Luxury,Winter,Long(+month),Hostel,Nature,Non-Vegetarian,Solo Traveler,Japan - Cherry Blossoms in Kyoto
Beach,Honeymoon,Luxury,Spring,Weekend,Camping,Nature,Vegetarian,Business Group,Thailand - Beaches in Phuket
Historical Sites,Family Vacation,Mid-Range,Spring,3-days,Hotel,Nature,Vegetarian,Friends Group,New Zealand - Milford Sound
Historical Sites,Adventure,Luxury,Autumn,Long(+month),Resort,Adventure,Vegetarian,Couples,Greece - Santorini Sunset
Historical Sites,Family Vacation,Luxury,Summer,A Month,Hostel,Relaxation,Vegan,Couples,Spain - La Sagrada Familia in Barcelona
City,Family Vacation,Luxury,Winter,3-days,Hotel,Nature,Vegetarian,Couples,India - Taj Mahal
Countryside,Honeymoon,Budget-Friendly,Spring,3-days,Resort,Relaxation,Vegetarian,Solo Traveler,Australia - Great Barrier Reef
City,Spiritual Retreat,Budget-Friendly,Autumn,Long(+month),Hotel,Relaxation,Vegan,Couples,Egypt - Pyramids of Giza
Island,Family Vacation,Luxury,Summer,Weekend,Apartment,Nature,Vegetarian,Solo Traveler,Greece - Santorini Sunset
Island,Family Vacation,Budget-Friendly,Winter,Long(+month),Camping,Culture,Vegetarian,Solo Traveler,Spain - La Sagrada Familia in Barcelona
City,Family Vacation,Luxury,Summer,Long(+month),Apartment,Nature,Vegetarian,Couples,Germany - Neuschwanstein Castle
Historical Sites,Adventure,Luxury,Winter,A Month,Resort,Nature,Vegan,Friends Group,Thailand - Beaches in Phuket
Beach,Family Vacation,Luxury,Winter,3-days,Apartment,Adventure,Vegan,Business Group,Australia - Great Barrier Reef
Island,Adventure,Budget-Friendly,Autumn,A Month,Resort,Adventure,Non-Vegetarian,Couples,Switzerland - Swiss Alps
Beach,Adventure,Luxury,Winter,A Month,Apartment,Adventure,Non-Vegetarian,Couples,Switzerland - Swiss Alps
Mountains,Honeymoon,Luxury,Winter,Weekend,Hostel,Adventure,Vegetarian,Couples,Brazil - Carnival in Rio de Janeiro
City,Honeymoon,Budget-Friendly,Spring,Weekend,Hotel,Adventure,Non-Vegetarian,Friends Group,Spain - La Sagrada Familia in Barcelona
Island,Adventure,Luxury,Summer,3-days,Hotel,Nature,Vegan,Couples,Greece - Santorini Sunset
City,Spiritual Retreat,Budget-Friendly,Autumn,Weekend,Resort,Nature,Non-Vegetarian,Solo Traveler,Turkey - Cappadocia Hot Air Balloons
Beach,Spiritual Retreat,Mid-Range,Spring,A Month,Resort,Adventure,Vegan,Family with Kids,Mexico - Chichen Itza
Beach,Honeymoon,Mid-Range,Summer,3-days,Hotel,Culture,Non-Vegetarian,Friends Group,Mexico - Chichen Itza
Historical Sites,Other,Luxury,Summer,3-days,Apartment,Culture,Vegetarian,Couples,Switzerland - Swiss Alps
Other,Spiritual Retreat,Luxury,Summer,Weekend,Resort,Adventure,Non-Vegetarian,Family with Kids,Greece - Santorini Sunset
Countryside,Honeymoon,Luxury,Spring,Long(+month),Hotel,Adventure,Vegan,Business Group,UAE - Burj Khalifa in Dubai
City,Family Vacation,Budget-Friendly,Spring,Weekend,Resort,Adventure,Vegan,Couples,Indonesia - Bali Temples
Mountains,Spiritual Retreat,Luxury,Summer,Long(+month),Camping,Relaxation,Vegan,Solo Traveler,Canada - Niagara Falls
Other,Adventure,Luxury,Spring,Weekend,Hostel,Nature,Non-Vegetarian,Family with Kids,France - Eiffel Tower in Paris
Island,Spiritual Retreat,Mid-Range,Winter,Long(+month),Hostel,Culture,Vegan,Family with Kids,New Zealand - Milford Sound
Island,Other,Mid-Range,Autumn,3-days,Hotel,Culture,Vegan,Couples,Thailand - Beaches in Phuket
Beach,Honeymoon,Mid-Range,Summer,A Month,Apartment,Culture,Non-Vegetarian,Couples,Greece - Santorini Sunset
Island,Spiritual Retreat,Budget-Friendly,Autumn,A Month,Hotel,Relaxation,Vegetarian,Solo Traveler,Indonesia - Bali Temples
Beach,Family Vacation,Mid-Range,Winter,Long(+month),Resort,Adventure,Non-Vegetarian,Family with Kids,USA - Grand Canyon
City,Honeymoon,Luxury,Spring,Weekend,Apartment,Nature,Non-Vegetarian,Solo Traveler,Canada - Niagara Falls
Other,Other,Budget-Friendly,Autumn,Long(+month),Resort,Adventure,Vegetarian,Couples,UAE - Burj Khalifa in Dubai
City,Other,Budget-Friendly,Spring,A Month,Hostel,Adventure,Vegetarian,Family with Kids,Indonesia - Bali Temples
City,Other,Luxury,Autumn,A Month,Camping,Adventure,Vegan,Solo Traveler,Italy - Venetian Canals in Venice
Historical Sites,Family Vacation,Mid-Range,Summer,3-days,Camping,Relaxation,Vegetarian,Solo Traveler,South Africa - Safari in Kruger National Park
Island,Other,Budget-Friendly,Spring,3-days,Apartment,Adventure,Vegetarian,Solo Traveler,India - Taj Mahal
Other,Family Vacation,Budget-Friendly,Spring,Weekend,Apartment,Nature,Vegetarian,Business Group,Spain - La Sagrada Familia in Barcelona
Beach,Family Vacation,Budget-Friendly,Summer,Long(+month),Hostel,Nature,Non-Vegetarian,Business Group,Greece - Santorini Sunset
Island,Honeymoon,Mid-Range,Winter,Weekend,Camping,Adventure,Vegetarian,Family with Kids,South Africa - Safari in Kruger National Park
Other,Adventure,Budget-Friendly,Autumn,3-days,Resort,Relaxation,Vegetarian,Solo Traveler,Brazil - Carnival in Rio de Janeiro
Countryside,Honeymoon,Budget-Friendly,Winter,3-days,Apartment,Relaxation,Vegetarian,Couples,South Africa - Safari in Kruger National Park
Historical Sites,Other,Luxury,Summer,3-days,Apartment,Adventure,Vegetarian,Solo Traveler,UAE - Burj Khalifa in Dubai
Island,Spiritual Retreat,Mid-Range,Summer,3-days,Resort,Relaxation,Non-Vegetarian,Friends Group,New Zealand - Milford Sound
Other,Adventure,Mid-Range,Autumn,Weekend,Hostel,Adventure,Non-Vegetarian,Business Group,Switzerland - Swiss Alps
Mountains,Spiritual Retreat,Budget-Friendly,Spring,Long(+month),Hostel,Culture,Vegan,Business Group,UAE - Burj Khalifa in Dubai
Beach,Other,Luxury,Autumn,Long(+month),Resort,Nature,Vegetarian,Friends Group,Japan - Cherry Blossoms in Kyoto
Mountains,Honeymoon,Luxury,Winter,Weekend,Hostel,Adventure,Non-Vegetarian,Family with Kids,South Africa - Safari in Kruger National Park
Island,Other,Budget-Friendly,Spring,A Month,Hotel,Culture,Vegetarian,Friends Group,Egypt - Pyramids of Giza
Beach,Family Vacation,Budget-Friendly,Summer,Long(+month),Apartment,Relaxation,Non-Vegetarian,Family with Kids,Switzerland - Swiss Alps
Countryside,Adventure,Budget-Friendly,Spring,A Month,Hotel,Nature,Vegetarian,Family with Kids,Indonesia - Bali Temples
Other,Spiritual Retreat,Mid-Range,Winter,Long(+month),Apartment,Culture,Vegan,Solo Traveler,France - Eiffel Tower in Paris
Countryside,Honeymoon,Budget-Friendly,Summer,3-days,Resort,Culture,Non-Vegetarian,Couples,Japan - Cherry Blossoms in Kyoto
Mountains,Other,Mid-Range,Autumn,3-days,Hotel,Relaxation,Vegetarian,Couples,South Africa - Safari in Kruger National Park
Historical Sites,Family Vacation,Budget-Friendly,Autumn,Weekend,Hotel,Relaxation,Non-Vegetarian,Solo Traveler,Spain - La Sagrada Familia in Barcelona
Island,Honeymoon,Mid-Range,Autumn,Long(+month),Apartment,Adventure,Vegetarian,Friends Group,Italy - Venetian Canals in Venice
Mountains,Honeymoon,Budget-Friendly,Autumn,3-days,Hostel,Nature,Vegan,Solo Traveler,Brazil - Carnival in Rio de Janeiro
Island,Adventure,Mid-Range,Autumn,Weekend,Hostel,Adventure,Vegetarian,Friends Group,India - Taj Mahal
City,Family Vacation,Luxury,Spring,3-days,Apartment,Relaxation,Non-Vegetarian,Solo Traveler,Switzerland - Swiss Alps
Countryside,Adventure,Luxury,Autumn,Long(+month),Resort,Culture,Vegan,Couples,Germany - Neuschwanstein Castle
Island,Other,Luxury,Spring,Long(+month),Camping,Relaxation,Non-Vegetarian,Friends Group,Canada - Niagara Falls
Other,Adventure,Mid-Range,Spring,A Month,Apartment,Relaxation,Vegan,Friends Group,UAE - Burj Khalifa in Dubai
Beach,Spiritual Retreat,Luxury,Autumn,Long(+month),Camping,Adventure,Vegetarian,Friends Group,Australia - Great Barrier Reef
Island,Other,Luxury,Summer,3-days,Resort,Adventure,Vegetarian,Solo Traveler,Switzerland - Swiss Alps
Island,Other,Budget-Friendly,Winter,A Month,Resort,Adventure,Vegetarian,Couples,Spain - La Sagrada Familia in Barcelona
City,Adventure,Budget-Friendly,Winter,Weekend,Apartment,Nature,Vegan,Friends Group,Mexico - Chichen Itza
Island,Family Vacation,Mid-Range,Winter,A Month,Camping,Relaxation,Vegetarian,Business Group,Greece - Santorini Sunset
Countryside,Adventure,Budget-Friendly,Winter,3-days,Hostel,Relaxation,Vegetarian,Couples,Spain - La Sagrada Familia in Barcelona
Beach,Other,Mid-Range,Summer,Long(+month),Camping,Culture,Vegetarian,Solo Traveler,Turkey - Cappadocia Hot Air Balloons
Mountains,Family Vacation,Luxury,Autumn,Weekend,Camping,Relaxation,Vegan,Solo Traveler,Egypt - Pyramids of Giza
Historical Sites,Family Vacation,Luxury,Winter,A Month,Camping,Relaxation,Vegan,Business Group,Switzerland - Swiss Alps
Mountains,Adventure,Mid-Range,Spring,3-days,Hotel,Culture,Non-Vegetarian,Couples,Spain - La Sagrada Familia in Barcelona
Other,Adventure,Budget-Friendly,Summer,A Month,Hotel,Culture,Non-Vegetarian,Solo Traveler,Japan - Cherry Blossoms in Kyoto
Historical Sites,Adventure,Mid-Range,Winter,3-days,Resort,Culture,Non-Vegetarian,Business Group,South Africa - Safari in Kruger National Park
Beach,Spiritual Retreat,Mid-Range,Autumn,Weekend,Camping,Relaxation,Vegan,Solo Traveler,Japan - Cherry Blossoms in Kyoto
Island,Family Vacation,Budget-Friendly,Winter,A Month,Resort,Adventure,Vegan,Business Group,Switzerland - Swiss Alps
Historical Sites,Other,Budget-Friendly,Summer,3-days,Resort,Nature,Vegetarian,Couples,Australia - Great Barrier Reef
Island,Spiritual Retreat,Mid-Range,Summer,Weekend,Apartment,Culture,Non-Vegetarian,Couples,Japan - Cherry Blossoms in Kyoto
Island,Adventure,Luxury,Spring,A Month,Camping,Nature,Vegetarian,Business Group,New Zealand - Milford Sound
Mountains,Spiritual Retreat,Mid-Range,Autumn,3-days,Hostel,Relaxation,Vegetarian,Solo Traveler,Thailand - Beaches in Phuket
Beach,Adventure,Budget-Friendly,Winter,3-days,Camping,Relaxation,Vegan,Business Group,Turkey - Cappadocia Hot Air Balloons
Beach,Honeymoon,Budget-Friendly,Autumn,Weekend,Resort,Adventure,Vegan,Couples,Indonesia - Bali Temples
Other,Honeymoon,Budget-Friendly,Autumn,Weekend,Apartment,Culture,Vegan,Couples,Switzerland - Swiss Alps
Countryside,Spiritual Retreat,Mid-Range,Spring,Weekend,Camping,Relaxation,Vegan,Family with Kids,France - Eiffel Tower in Paris
Countryside,Honeymoon,Budget-Friendly,Summer,Long(+month),Hotel,Culture,Vegetarian,Family with Kids,Canada - Niagara Falls
Historical Sites,Honeymoon,Budget-Friendly,Winter,3-days,Hotel,Culture,Vegan,Couples,Italy - Venetian Canals in Venice
Other,Honeymoon,Luxury,Spring,3-days,Resort,Culture,Vegetarian,Solo Traveler,Australia - Great Barrier Reef
Beach,Family Vacation,Luxury,Spring,A Month,Hostel,Culture,Non-Vegetarian,Family with Kids,Greece - Santorini Sunset
City,Spiritual Retreat,Mid-Range,Spring,A Month,Camping,Adventure,Vegetarian,Couples,USA - Grand Canyon
Other,Spiritual Retreat,Luxury,Winter,Weekend,Apartment,Relaxation,Vegan,Family with Kids,Australia - Great Barrier Reef
Historical Sites,Spiritual Retreat,Mid-Range,Summer,A Month,Hotel,Relaxation,Vegetarian,Couples,Italy - Venetian Canals in Venice
Beach,Other,Budget-Friendly,Autumn,3-days,Resort,Adventure,Non-Vegetarian,Business Group,India - Taj Mahal
Mountains,Other,Mid-Range,Summer,Long(+month),Apartment,Culture,Non-Vegetarian,Business Group,Germany - Neuschwanstein Castle
Other,Spiritual Retreat,Luxury,Spring,A Month,Apartment,Culture,Vegan,Business Group,Australia - Great Barrier Reef
Countryside,Adventure,Budget-Friendly,Autumn,A Month,Hostel,Culture,Vegetarian,Friends Group,Mexico - Chichen Itza
City,Adventure,Budget-Friendly,Autumn,A Month,Resort,Relaxation,Vegan,Business Group,UAE - Burj Khalifa in Dubai
Mountains,Adventure,Budget-Friendly,Winter,Weekend,Apartment,Culture,Non-Vegetarian,Friends Group,New Zealand - Milford Sound
Beach,Other,Mid-Range,Summer,Long(+month),Camping,Nature,Vegetarian,Family with Kids,Mexico - Chichen Itza
Mountains,Family Vacation,Luxury,Summer,Long(+month),Hostel,Culture,Vegan,Family with Kids,Brazil - Carnival in Rio de Janeiro
Mountains,Family Vacation,Budget-Friendly,Autumn,Long(+month),Hotel,Nature,Vegan,Solo Traveler,Egypt - Pyramids of Giza
Countryside,Adventure,Luxury,Winter,3-days,Hostel,Adventure,Vegetarian,Family with Kids,Brazil - Carnival in Rio de Janeiro
City,Honeymoon,Luxury,Summer,A Month,Resort,Adventure,Vegetarian,Family with Kids,South Africa - Safari in Kruger National Park
Historical Sites,Spiritual Retreat,Luxury,Summer,3-days,Apartment,Relaxation,Vegetarian,Business Group,Egypt - Pyramids of Giza
City,Family Vacation,Luxury,Summer,A Month,Hotel,Nature,Vegan,Family with Kids,Germany - Neuschwanstein Castle
Island,Other,Luxury,Spring,3-days,Apartment,Adventure,Vegan,Couples,Japan - Cherry Blossoms in Kyoto
Island,Spiritual Retreat,Mid-Range,Autumn,3-days,Camping,Nature,Vegan,Family with Kids,Greece - Santorini Sunset
Island,Adventure,Mid-Range,Summer,Weekend,Apartment,Culture,Vegetarian,Couples,India - Taj Mahal
Countryside,Family Vacation,Mid-Range,Summer,3-days,Camping,Culture,Vegetarian,Couples,Greece - Santorini Sunset
City,Spiritual Retreat,Mid-Range,Winter,Long(+month),Hotel,Nature,Non-Vegetarian,Business Group,USA - Grand Canyon
Island,Spiritual Retreat,Mid-Range,Winter,Weekend,Hotel,Adventure,Vegetarian,Friends Group,Thailand - Beaches in Phuket
Countryside,Spiritual Retreat,Budget-Friendly,Summer,A Month,Hotel,Adventure,Vegetarian,Business Group,Thailand - Beaches in Phuket
Island,Family Vacation,Luxury,Spring,Weekend,Hostel,Culture,Non-Vegetarian,Solo Traveler,Brazil - Carnival in Rio de Janeiro
Beach,Other,Luxury,Summer,A Month,Resort,Relaxation,Vegan,Family with Kids,India - Taj Mahal
Historical Sites,Adventure,Luxury,Winter,3-days,Resort,Adventure,Non-Vegetarian,Business Group,Canada - Niagara Falls
Countryside,Honeymoon,Luxury,Spring,Weekend,Hotel,Adventure,Non-Vegetarian,Couples,Indonesia - Bali Temples
Countryside,Family Vacation,Budget-Friendly,Winter,Weekend,Resort,Adventure,Vegetarian,Family with Kids,Switzerland - Swiss Alps
Other,Spiritual Retreat,Mid-Range,Autumn,Long(+month),Apartment,Relaxation,Vegan,Solo Traveler,New Zealand - Milford Sound
Beach,Other,Mid-Range,Summer,Long(+month),Camping,Relaxation,Vegetarian,Friends Group,Mexico - Chichen Itza
Island,Adventure,Mid-Range,Summer,3-days,Hostel,Relaxation,Vegetarian,Family with Kids,India - Taj Mahal
City,Family Vacation,Mid-Range,Winter,A Month,Hotel,Relaxation,Non-Vegetarian,Business Group,UAE - Burj Khalifa in Dubai
City,Other,Luxury,Spring,Weekend,Hotel,Nature,Vegan,Business Group,Germany - Neuschwanstein Castle
Mountains,Honeymoon,Mid-Range,Spring,Weekend,Apartment,Nature,Vegan,Family with Kids,Egypt - Pyramids of Giza
Mountains,Honeymoon,Luxury,Summer,Long(+month),Apartment,Adventure,Vegetarian,Friends Group,Turkey - Cappadocia Hot Air Balloons
Beach,Family Vacation,Budget-Friendly,Winter,Weekend,Camping,Nature,Vegetarian,Couples,South Africa - Safari in Kruger National Park
Island,Other,Budget-Friendly,Summer,Weekend,Apartment,Adventure,Vegan,Business Group,UAE - Burj Khalifa in Dubai
Other,Spiritual Retreat,Budget-Friendly,Summer,Weekend,Apartment,Nature,Vegan,Solo Traveler,Japan - Cherry Blossoms in Kyoto
City,Honeymoon,Mid-Range,Winter,3-days,Hotel,Relaxation,Vegan,Family with Kids,USA - Grand Canyon
Other,Honeymoon,Luxury,Winter,Long(+month),Apartment,Relaxation,Vegan,Business Group,Switzerland - Swiss Alps
Other,Spiritual Retreat,Luxury,Winter,Weekend,Hotel,Adventure,Vegetarian,Business Group,Spain - La Sagrada Familia in Barcelona
Island,Honeymoon,Mid-Range,Winter,Long(+month),Hotel,Culture,Non-Vegetarian,Friends Group,Turkey - Cappadocia Hot Air Balloons
Island,Spiritual Retreat,Budget-Friendly,Summer,A Month,Hostel,Culture,Non-Vegetarian,Couples,Egypt - Pyramids of Giza
Historical Sites,Adventure,Luxury,Summer,A Month,Apartment,Adventure,Vegetarian,Friends Group,USA - Grand Canyon
Beach,Adventure,Luxury,Winter,Long(+month),Apartment,Nature,Non-Vegetarian,Couples,Spain - La Sagrada Familia in Barcelona
Countryside,Adventure,Mid-Range,Summer,Weekend,Apartment,Nature,Vegan,Solo Traveler,Indonesia - Bali Temples
Mountains,Spiritual Retreat,Budget-Friendly,Summer,A Month,Hostel,Relaxation,Vegan,Couples,France - Eiffel Tower in Paris
